date,country,new_cases,new_deaths,new_recoveries,cumulative_cases,cumulative_deaths
2020-02-12,Germany,108829,1829,102766,4072292,68444
2020-02-13,Germany,110361,1856,104212,4182653,70300
2020-02-14,Germany,116081,1951,109614,4298734,72251
2020-02-15,Germany,102585,1722,96870,4401319,73973
2020-02-16,Germany,126253,2119,119219,4527572,76092
2020-02-17,Germany,119552,2010,112891,4647124,78102
2020-02-18,Germany,124607,2094,117665,4771731,80196
2020-02-19,Germany,108496,1821,102451,4880227,82017
2020-02-20,Germany,125540,2111,118546,5005767,84128
2020-02-21,Germany,131757,2215,124416,5137524,86343
2020-02-22,Germany,110995,1865,104811,5248519,88208
2020-02-23,Germany,123725,2081,116832,5372244,90289
2020-02-24,Germany,119390,2010,112738,5491634,92299
2020-02-25,Germany,110369,1858,104220,5602003,94157
2020-02-26,Germany,122753,2064,115914,5724756,96221
2020-02-27,Germany,124963,2101,118001,5849719,98322
2020-02-28,Germany,116483,1959,109993,5966202,100281
2020-02-29,Germany,127201,2139,120114,6093403,102420
2020-03-01,Germany,110238,1853,104096,6203641,104273
2020-03-02,Germany,111308,1872,105107,6314949,106145
2020-03-03,Germany,121131,2033,114382,6436080,108178
2020-03-04,Germany,120439,2025,113729,6556519,110203
2020-03-05,Germany,115926,1950,109467,6672445,112153
2020-03-06,Germany,125016,2101,118051,6797461,114254
2020-03-07,Germany,123226,2072,116361,6920687,116326
2020-03-08,Germany,125042,2100,118076,7045729,118426
2020-03-09,Germany,118988,1998,112359,7164717,120424
2020-03-10,Germany,123126,2071,116266,7287843,122495
2020-03-11,Germany,116636,1960,110138,7404479,124455
2020-03-12,Germany,131264,2203,123951,7535743,126658
2020-03-13,Germany,113927,1913,107580,7649670,128571
2020-03-14,Germany,130909,2199,123616,7780579,130770
2020-03-15,Germany,118305,1991,111714,7898884,132761
2020-03-16,Germany,109634,1844,103526,8008518,134605
2020-03-17,Germany,125368,2106,118383,8133886,136711
2020-03-18,Germany,117658,1977,111103,8251544,138688
2020-03-19,Germany,121436,2044,114670,8372980,140732
2020-03-20,Germany,123111,2072,116252,8496091,142804
2020-03-21,Germany,117472,1973,110927,8613563,144777
2020-03-22,Germany,111600,1879,105382,8725163,146656
2020-03-23,Germany,120054,2018,113365,8845217,148674
2020-03-24,Germany,113915,1917,107568,8959132,150591
2020-03-25,Germany,117218,1970,110687,9076350,152561
2020-03-26,Germany,100589,1694,94985,9176939,154255
2020-03-27,Germany,114617,1925,108231,9291556,156180
2020-03-28,Germany,107913,1814,101901,9399469,157994
2020-03-29,Germany,119979,2020,113295,9519448,160014
2020-03-30,Germany,113574,1905,107246,9633022,161919
2020-03-31,Germany,110765,1862,104594,9743787,163781
2020-04-01,Germany,111391,1872,105185,9855178,165653
2020-04-02,Germany,102631,1727,96913,9957809,167380
2020-04-03,Germany,116000,1952,109537,10073809,169332
2020-04-04,Germany,117152,1971,110625,10190961,171303
2020-04-05,Germany,107860,1814,101851,10298821,173117
2020-04-06,Germany,113362,1906,107046,10412183,175023
2020-04-07,Germany,101261,1702,95619,10513444,176725
2020-04-08,Germany,99313,1670,93780,10612757,178395
2020-04-09,Germany,102846,1732,97116,10715603,180127
2020-04-10,Germany,104043,1748,98246,10819646,181875
2020-04-11,Germany,99023,1664,93506,10918669,183539
2020-04-12,Germany,102887,1730,97155,11021556,185269
2020-04-13,Germany,100889,1698,95268,11122445,186967
2020-04-14,Germany,93617,1574,88401,11216062,188541
2020-04-15,Germany,100238,1687,94653,11316300,190228
2020-04-16,Germany,101051,1701,95421,11417351,191929
2020-04-17,Germany,96855,1630,91459,11514206,193559
2020-04-18,Germany,100682,1691,95073,11614888,195250
2020-04-19,Germany,88614,1493,83677,11703502,196743
2020-04-20,Germany,95712,1612,90380,11799214,198355
2020-04-21,Germany,87266,1467,82404,11886480,199822
2020-04-22,Germany,86744,1456,81911,11973224,201278
2020-04-23,Germany,88165,1479,83253,12061389,202757
2020-04-24,Germany,85967,1446,81177,12147356,204203
2020-04-25,Germany,86954,1460,82109,12234310,205663
2020-04-26,Germany,87648,1470,82765,12321958,207133
2020-04-27,Germany,91473,1535,86377,12413431,208668
2020-04-28,Germany,85609,1438,80839,12499040,210106
2020-04-29,Germany,79388,1335,74965,12578428,211441
2020-04-30,Germany,90326,1521,85294,12668754,212962
2020-05-01,Germany,81148,1365,76627,12749902,214327
2020-05-02,Germany,83699,1406,79036,12833601,215733
2020-05-03,Germany,85068,1431,80328,12918669,217164
2020-05-04,Germany,83310,1401,78668,13001979,218565
2020-05-05,Germany,86253,1452,81447,13088232,220017
2020-05-06,Germany,83026,1396,78400,13171258,221413
2020-05-07,Germany,76942,1296,72655,13248200,222709
2020-05-08,Germany,88431,1488,83504,13336631,224197
2020-05-09,Germany,79865,1343,75415,13416496,225540
2020-05-10,Germany,77890,1309,73550,13494386,226849
2020-05-11,Germany,81611,1374,77064,13575997,228223
2020-05-12,Germany,78230,1314,73871,13654227,229537
2020-05-13,Germany,78224,1312,73866,13732451,230849
2020-05-14,Germany,85629,1437,80858,13818080,232286
2020-05-15,Germany,74566,1252,70412,13892646,233538
2020-05-16,Germany,73900,1244,69783,13966546,234782
2020-05-17,Germany,75036,1261,70855,14041582,236043
2020-05-18,Germany,78104,1313,73752,14119686,237356
2020-05-19,Germany,68131,1144,64335,14187817,238500
2020-05-20,Germany,66055,1109,62375,14253872,239609
2020-05-21,Germany,70714,1187,66774,14324586,240796
2020-05-22,Germany,66550,1119,62842,14391136,241915
2020-05-23,Germany,70583,1186,66650,14461719,243101
2020-05-24,Germany,73585,1238,69485,14535304,244339
2020-05-25,Germany,68286,1148,64481,14603590,245487
2020-05-26,Germany,66104,1111,62421,14669694,246598
2020-05-27,Germany,71167,1193,67202,14740861,247791
2020-05-28,Germany,73732,1242,69624,14814593,249033
2020-05-29,Germany,64494,1084,60901,14879087,250117
2020-05-30,Germany,73161,1230,69085,14952248,251347
2020-05-31,Germany,72979,1230,68913,15025227,252577
2020-06-01,Germany,73311,1234,69226,15098538,253811
2020-06-02,Germany,74112,1247,69983,15172650,255058
2020-06-03,Germany,77446,1302,73131,15250096,256360
2020-06-04,Germany,68454,1151,64640,15318550,257511
2020-06-05,Germany,70033,1178,66131,15388583,258689
2020-06-06,Germany,68181,1147,64382,15456764,259836
2020-06-07,Germany,69643,1174,65763,15526407,261010
2020-06-08,Germany,75005,1266,70826,15601412,262276
2020-06-09,Germany,65026,1094,61403,15666438,263370
2020-06-10,Germany,66785,1118,63064,15733223,264488
2020-06-11,Germany,74703,1254,70541,15807926,265742
2020-06-12,Germany,73581,1241,69481,15881507,266983
2020-06-13,Germany,68879,1159,65041,15950386,268142
2020-06-14,Germany,73323,1233,69238,16023709,269375
2020-06-15,Germany,71708,1205,67713,16095417,270580
2020-06-16,Germany,76019,1276,71784,16171436,271856
2020-06-17,Germany,71207,1200,67240,16242643,273056
2020-06-18,Germany,74844,1257,70674,16317487,274313
2020-06-19,Germany,80905,1362,76397,16398392,275675
2020-06-20,Germany,73898,1240,69781,16472290,276915
2020-06-21,Germany,72237,1214,68212,16544527,278129
2020-06-22,Germany,75002,1263,70823,16619529,279392
2020-06-23,Germany,71402,1200,67424,16690931,280592
2020-06-24,Germany,81822,1375,77263,16772753,281967
2020-06-25,Germany,74133,1246,70003,16846886,283213
2020-06-26,Germany,72858,1222,68799,16919744,284435
2020-06-27,Germany,71172,1193,67207,16990916,285628
2020-06-28,Germany,78800,1326,74410,17069716,286954
2020-06-29,Germany,78399,1317,74031,17148115,288271
2020-06-30,Germany,73712,1241,69605,17221827,289512
2020-07-01,Germany,78250,1318,73890,17300077,290830
2020-07-02,Germany,70760,1192,66818,17370837,292022
2020-07-03,Germany,77736,1304,73405,17448573,293326
2020-07-04,Germany,79278,1331,74861,17527851,294657
2020-07-05,Germany,84694,1425,79975,17612545,296082
2020-07-06,Germany,75521,1271,71313,17688066,297353
2020-07-07,Germany,74020,1249,69896,17762086,298602
2020-07-08,Germany,76044,1277,71807,17838130,299879
2020-07-09,Germany,74792,1260,70625,17912922,301139
2020-07-10,Germany,86090,1448,81294,17999012,302587
2020-07-11,Germany,87539,1468,82662,18086551,304055
2020-07-12,Germany,83112,1396,78481,18169663,305451
2020-07-13,Germany,87392,1470,82523,18257055,306921
2020-07-14,Germany,83478,1400,78827,18340533,308321
2020-07-15,Germany,83089,1393,78460,18423622,309714
2020-07-16,Germany,82650,1386,78045,18506272,311100
2020-07-17,Germany,83301,1401,78660,18589573,312501
2020-07-18,Germany,78584,1320,74206,18668157,313821
2020-07-19,Germany,86873,1459,82033,18755030,315280
2020-07-20,Germany,86126,1447,81328,18841156,316727
2020-07-21,Germany,90094,1512,85074,18931250,318239
2020-07-22,Germany,87818,1475,82925,19019068,319714
2020-07-23,Germany,87241,1463,82380,19106309,321177
2020-07-24,Germany,84643,1425,79927,19190952,322602
2020-07-25,Germany,89356,1506,84378,19280308,324108
2020-07-26,Germany,92870,1557,87696,19373178,325665
2020-07-27,Germany,84933,1427,80201,19458111,327092
2020-07-28,Germany,90993,1529,85923,19549104,328621
2020-07-29,Germany,92161,1549,87026,19641265,330170
2020-07-30,Germany,88302,1486,83382,19729567,331656
2020-07-31,Germany,89366,1501,84387,19818933,333157
2020-08-01,Germany,93610,1574,88395,19912543,334731
2020-08-02,Germany,87728,1481,82840,20000271,336212
2020-08-03,Germany,95079,1598,89782,20095350,337810
2020-08-04,Germany,89671,1511,84675,20185021,339321
2020-08-05,Germany,99302,1670,93770,20284323,340991
2020-08-06,Germany,105762,1777,99870,20390085,342768
2020-08-07,Germany,90983,1528,85914,20481068,344296
2020-08-08,Germany,97995,1647,92535,20579063,345943
2020-08-09,Germany,92315,1550,87172,20671378,347493
2020-08-10,Germany,101136,1699,95501,20772514,349192
2020-08-11,Germany,90345,1518,85311,20862859,350710
2020-08-12,Germany,99071,1666,93551,20961930,352376
2020-08-13,Germany,92788,1564,87618,21054718,353940
2020-08-14,Germany,96277,1618,90913,21150995,355558
2020-08-15,Germany,92494,1556,87341,21243489,357114
2020-08-16,Germany,101761,1708,96092,21345250,358822
2020-08-17,Germany,93840,1580,88612,21439090,360402
2020-08-18,Germany,100824,1692,95207,21539914,362094
2020-08-19,Germany,96580,1625,91199,21636494,363719
2020-08-20,Germany,97840,1645,92389,21734334,365364
2020-08-21,Germany,99242,1668,93713,21833576,367032
2020-08-22,Germany,94846,1594,89562,21928422,368626
2020-08-23,Germany,99706,1674,94151,22028128,370300
2020-08-24,Germany,106264,1784,100344,22134392,372084
2020-08-25,Germany,94886,1597,89600,22229278,373681
2020-08-26,Germany,104509,1757,98686,22333787,375438
2020-08-27,Germany,106089,1783,100178,22439876,377221
2020-08-28,Germany,94616,1592,89345,22534492,378813
2020-08-29,Germany,91393,1537,86301,22625885,380350
2020-08-30,Germany,99952,1679,94383,22725837,382029
2020-08-31,Germany,95649,1613,90320,22821486,383642
2020-09-01,Germany,107368,1807,101386,22928854,385449
2020-09-02,Germany,98190,1651,92719,23027044,387100
2020-09-03,Germany,93898,1578,88667,23120942,388678
2020-09-04,Germany,92001,1549,86875,23212943,390227
2020-09-05,Germany,102662,1724,96942,23315605,391951
2020-09-06,Germany,94313,1584,89058,23409918,393535
2020-09-07,Germany,97005,1634,91600,23506923,395169
2020-09-08,Germany,101088,1700,95456,23608011,396869
2020-09-09,Germany,93807,1576,88581,23701818,398445
2020-09-10,Germany,95552,1606,90228,23797370,400051
2020-09-11,Germany,95306,1604,89996,23892676,401655
2020-09-12,Germany,98221,1653,92749,23990897,403308
2020-09-13,Germany,97335,1638,91912,24088232,404946
2020-09-14,Germany,93051,1562,87867,24181283,406508
2020-09-15,Germany,93908,1581,88676,24275191,408089
2020-09-16,Germany,91380,1536,86289,24366571,409625
2020-09-17,Germany,85748,1442,80971,24452319,411067
2020-09-18,Germany,93235,1570,88040,24545554,412637
2020-09-19,Germany,100144,1685,94565,24645698,414322
2020-09-20,Germany,86887,1461,82046,24732585,415783
2020-09-21,Germany,86811,1455,81974,24819396,417238
2020-09-22,Germany,85775,1442,80996,24905171,418680
2020-09-23,Germany,92266,1550,87125,24997437,420230
2020-09-24,Germany,90362,1521,85328,25087799,421751
2020-09-25,Germany,87007,1465,82159,25174806,423216
2020-09-26,Germany,83012,1395,78387,25257818,424611
2020-09-27,Germany,86693,1456,81863,25344511,426067
2020-09-28,Germany,78871,1329,74477,25423382,427396
2020-09-29,Germany,85430,1435,80670,25508812,428831
2020-09-30,Germany,87725,1472,82837,25596537,430303
2020-10-01,Germany,78075,1311,73725,25674612,431614
2020-10-02,Germany,76174,1279,71930,25750786,432893
2020-10-03,Germany,88147,1480,83236,25838933,434373
2020-10-04,Germany,78403,1320,74035,25917336,435693
2020-10-05,Germany,84597,1418,79884,26001933,437111
2020-10-06,Germany,78599,1320,74220,26080532,438431
2020-10-07,Germany,77722,1306,73392,26158254,439737
2020-10-08,Germany,79194,1332,74782,26237448,441069
2020-10-09,Germany,73234,1234,69154,26310682,442303
2020-10-10,Germany,76242,1285,71994,26386924,443588
2020-10-11,Germany,73421,1231,69330,26460345,444819
2020-10-12,Germany,69067,1157,65219,26529412,445976
2020-10-13,Germany,74277,1249,70139,26603689,447225
2020-10-14,Germany,71182,1195,67216,26674871,448420
2020-10-15,Germany,70653,1185,66717,26745524,449605
2020-10-16,Germany,66033,1110,62354,26811557,450715
2020-10-17,Germany,74879,1259,70707,26886436,451974
2020-10-18,Germany,71425,1199,67446,26957861,453173
2020-10-19,Germany,70741,1188,66800,27028602,454361
2020-10-20,Germany,65530,1100,61879,27094132,455461
2020-10-21,Germany,59930,1007,56591,27154062,456468
2020-10-22,Germany,70976,1194,67022,27225038,457662
2020-10-23,Germany,63520,1066,59981,27288558,458728
2020-10-24,Germany,60419,1014,57053,27348977,459742
2020-10-25,Germany,63113,1060,59597,27412090,460802
2020-10-26,Germany,64434,1083,60844,27476524,461885
2020-10-27,Germany,59868,1007,56532,27536392,462892
2020-10-28,Germany,62769,1059,59272,27599161,463951
2020-10-29,Germany,61203,1030,57793,27660364,464981
2020-10-30,Germany,54048,910,51037,27714412,465891
2020-10-31,Germany,54299,912,51274,27768711,466803
2020-11-01,Germany,57914,971,54687,27826625,467774
2020-11-02,Germany,46972,788,44355,27873597,468562
2020-11-03,Germany,53031,890,50076,27926628,469452
2020-11-04,Germany,48763,820,46046,27975391,470272
2020-11-05,Germany,50389,844,47581,28025780,471116
2020-11-06,Germany,49966,841,47182,28075746,471957
2020-11-07,Germany,48944,822,46217,28124690,472779
2020-11-08,Germany,47606,802,44953,28172296,473581
2020-11-09,Germany,45449,762,42917,28217745,474343
2020-11-10,Germany,52642,883,49709,28270387,475226
2020-11-11,Germany,50710,851,47885,28321097,476077
2020-11-12,Germany,42890,720,40500,28363987,476797
2020-11-13,Germany,48246,812,45558,28412233,477609
2020-11-14,Germany,43012,724,40615,28455245,478333
2020-11-15,Germany,43361,733,40945,28498606,479066
2020-11-16,Germany,42154,707,39805,28540760,479773
2020-11-17,Germany,40137,668,37901,28580897,480441
2020-11-18,Germany,42742,717,40360,28623639,481158
2020-11-19,Germany,40234,677,37992,28663873,481835
2020-11-20,Germany,38305,645,36171,28702178,482480
2020-11-21,Germany,35999,606,33993,28738177,483086
2020-11-22,Germany,36110,606,34098,28774287,483692
2020-11-23,Germany,34055,576,32157,28808342,484268
2020-11-24,Germany,36440,610,34409,28844782,484878
2020-11-25,Germany,33610,564,31737,28878392,485442
2020-11-26,Germany,34632,580,32702,28913024,486022
2020-11-27,Germany,36825,619,34773,28949849,486641
2020-11-28,Germany,35874,606,33875,28985723,487247
2020-11-29,Germany,33187,557,31338,29018910,487804
2020-11-30,Germany,32513,546,30701,29051423,488350
2020-12-01,Germany,35104,586,33148,29086527,488936
2020-12-02,Germany,32357,543,30554,29118884,489479
2020-12-03,Germany,30494,515,28795,29149378,489994
2020-12-04,Germany,28311,475,26733,29177689,490469
2020-12-05,Germany,30580,513,28876,29208269,490982
2020-12-06,Germany,30734,519,29021,29239003,491501
2020-12-07,Germany,28131,472,26563,29267134,491973
2020-12-08,Germany,29024,490,27407,29296158,492463
2020-12-09,Germany,27671,462,26129,29323829,492925
2020-12-10,Germany,27524,464,25990,29351353,493389
2020-12-11,Germany,23984,406,22647,29375337,493795
2020-12-12,Germany,26728,451,25239,29402065,494246
2020-12-13,Germany,27976,466,26417,29430041,494712
2020-12-14,Germany,25522,427,24100,29455563,495139
2020-12-15,Germany,26115,438,24660,29481678,495577
2020-12-16,Germany,24785,418,23404,29506463,495995
2020-12-17,Germany,25951,433,24505,29532414,496428
2020-12-18,Germany,24969,417,23578,29557383,496845
2020-12-19,Germany,23838,397,22510,29581221,497242
2020-12-20,Germany,26459,443,24985,29607680,497685
2020-12-21,Germany,25761,430,24325,29633441,498115
2020-12-22,Germany,23708,401,22387,29657149,498516
2020-12-23,Germany,24904,417,23516,29682053,498933
2020-12-24,Germany,24820,418,23437,29706873,499351
2020-12-25,Germany,24835,417,23451,29731708,499768
2020-12-26,Germany,21940,368,20717,29753648,500136
2020-12-27,Germany,25108,421,23709,29778756,500557
2020-12-28,Germany,23175,391,21883,29801931,500948
2020-12-29,Germany,23400,393,22096,29825331,501341
2020-12-30,Germany,26961,453,25459,29852292,501794
2020-12-31,Germany,24188,405,22840,29876480,502199
2021-01-01,Germany,23397,392,22093,29899877,502591
2021-01-02,Germany,21270,358,20085,29921147,502949
2021-01-03,Germany,25646,431,24217,29946793,503380
2021-01-04,Germany,22448,377,21197,29969241,503757
2021-01-05,Germany,22963,384,21683,29992204,504141
2021-01-06,Germany,23902,405,22570,30016106,504546
2021-01-07,Germany,26185,439,24726,30042291,504985
2021-01-08,Germany,25571,429,24146,30067862,505414
2021-01-09,Germany,24608,413,23237,30092470,505827
2021-01-10,Germany,25394,430,23979,30117864,506257
2021-01-11,Germany,24472,410,23108,30142336,506667
2021-01-12,Germany,25650,430,24221,30167986,507097
2021-01-13,Germany,25825,434,24386,30193811,507531
2021-01-14,Germany,27269,457,25749,30221080,507988
2021-01-15,Germany,27577,463,26040,30248657,508451
2021-01-16,Germany,27275,463,25755,30275932,508914
2021-01-17,Germany,26459,445,24985,30302391,509359
2021-01-18,Germany,28309,476,26731,30330700,509835
2021-01-19,Germany,27534,461,26000,30358234,510296
2021-01-20,Germany,26525,449,25047,30384759,510745
2021-01-21,Germany,27867,472,26314,30412626,511217
2021-01-22,Germany,28978,489,27363,30441604,511706
2021-01-23,Germany,30621,516,28915,30472225,512222
2021-01-24,Germany,29461,494,27819,30501686,512716
2021-01-25,Germany,28369,477,26788,30530055,513193
2021-01-26,Germany,30761,515,29047,30560816,513708
2021-01-27,Germany,31343,524,29596,30592159,514232
2021-01-28,Germany,31968,534,30187,30624127,514766
2021-01-29,Germany,33676,567,31799,30657803,515333
2021-01-30,Germany,34398,575,32481,30692201,515908
2021-01-31,Germany,32289,542,30490,30724490,516450
2021-02-01,Germany,32798,551,30970,30757288,517001
2021-02-02,Germany,32625,550,30807,30789913,517551
2021-02-03,Germany,36228,608,34209,30826141,518159
2021-02-04,Germany,38185,644,36057,30864326,518803
2021-02-05,Germany,35645,601,33659,30899971,519404
2021-02-06,Germany,36394,609,34366,30936365,520013
2021-02-07,Germany,40223,678,37982,30976588,520691
2021-02-08,Germany,39082,656,36904,31015670,521347
2021-02-09,Germany,39619,665,37411,31055289,522012
2021-02-10,Germany,37088,623,35021,31092377,522635
2021-02-11,Germany,41474,697,39163,31133851,523332
2021-02-12,Germany,38898,653,36731,31172749,523985
2021-02-13,Germany,39133,656,36952,31211882,524641
2021-02-14,Germany,41453,695,39143,31253335,525336
2021-02-15,Germany,41635,700,39315,31294970,526036
2021-02-16,Germany,43122,724,40719,31338092,526760
2021-02-17,Germany,41131,692,38839,31379223,527452
2021-02-18,Germany,47213,794,44582,31426436,528246
2021-02-19,Germany,48367,813,45672,31474803,529059
2021-02-20,Germany,41990,707,39650,31516793,529766
2021-02-21,Germany,49576,836,46814,31566369,530602
2021-02-22,Germany,46062,777,43495,31612431,531379
2021-02-23,Germany,50847,857,48014,31663278,532236
2021-02-24,Germany,49339,831,46590,31712617,533067
2021-02-25,Germany,50335,850,47530,31762952,533917
2021-02-26,Germany,50547,850,47731,31813499,534767
2021-02-27,Germany,54916,924,51856,31868415,535691
2021-02-28,Germany,49277,833,46531,31917692,536524
2021-03-01,Germany,54913,918,51853,31972605,537442
2021-03-02,Germany,57028,958,53851,32029633,538400
2021-03-03,Germany,56772,957,53609,32086405,539357
2021-03-04,Germany,62025,1045,58569,32148430,540402
2021-03-05,Germany,54827,927,51772,32203257,541329
2021-03-06,Germany,59801,1005,56469,32263058,542334
2021-03-07,Germany,57509,966,54305,32320567,543300
2021-03-08,Germany,62173,1044,58709,32382740,544344
2021-03-09,Germany,59277,997,55974,32442017,545341
2021-03-10,Germany,58870,993,55590,32500887,546334
2021-03-11,Germany,64734,1091,61127,32565621,547425
2021-03-12,Germany,59976,1008,56634,32625597,548433
2021-03-13,Germany,57810,972,54589,32683407,549405
2021-03-14,Germany,61288,1029,57873,32744695,550434
2021-03-15,Germany,65586,1101,61932,32810281,551535
2021-03-16,Germany,68788,1158,64955,32879069,552693
2021-03-17,Germany,65357,1102,61716,32944426,553795
2021-03-18,Germany,70001,1175,66101,33014427,554970
2021-03-19,Germany,61831,1040,58386,33076258,556010
2021-03-20,Germany,65507,1101,61857,33141765,557111
2021-03-21,Germany,66660,1122,62946,33208425,558233
2021-03-22,Germany,67878,1140,64096,33276303,559373
2021-03-23,Germany,69180,1159,65326,33345483,560532
2021-03-24,Germany,71900,1211,67894,33417383,561743
2021-03-25,Germany,68534,1151,64716,33485917,562894
2021-03-26,Germany,71167,1196,67202,33557084,564090
2021-03-27,Germany,71082,1196,67122,33628166,565286
2021-03-28,Germany,68471,1152,64656,33696637,566438
2021-03-29,Germany,71923,1210,67916,33768560,567648
2021-03-30,Germany,72334,1213,68304,33840894,568861
2021-03-31,Germany,72759,1224,68705,33913653,570085
2021-04-01,Germany,73972,1240,69851,33987625,571325
2021-04-02,Germany,74610,1256,70453,34062235,572581
2021-04-03,Germany,73169,1232,69092,34135404,573813
2021-04-04,Germany,80014,1342,75556,34215418,575155
2021-04-05,Germany,71222,1198,67254,34286640,576353
2021-04-06,Germany,73308,1234,69224,34359948,577587
2021-04-07,Germany,87062,1463,82211,34447010,579050
2021-04-08,Germany,72813,1225,68756,34519823,580275
2021-04-09,Germany,71924,1203,67917,34591747,581478
2021-04-10,Germany,80320,1352,75845,34672067,582830
2021-04-11,Germany,69701,1172,65818,34741768,584002
2021-04-12,Germany,77149,1296,72851,34818917,585298
2021-04-13,Germany,86741,1460,81908,34905658,586758
2021-04-14,Germany,72509,1222,68469,34978167,587980
2021-04-15,Germany,70994,1194,67039,35049161,589174
2021-04-16,Germany,73086,1232,69014,35122247,590406
2021-04-17,Germany,82751,1388,78141,35204998,591794
2021-04-18,Germany,83819,1410,79149,35288817,593204
2021-04-19,Germany,77457,1302,73141,35366274,594506
2021-04-20,Germany,82333,1383,77746,35448607,595889
2021-04-21,Germany,85252,1429,80502,35533859,597318
2021-04-22,Germany,86917,1462,82074,35620776,598780
2021-04-23,Germany,78854,1327,74461,35699630,600107
2021-04-24,Germany,70675,1191,66737,35770305,601298
2021-04-25,Germany,76598,1290,72330,35846903,602588
2021-04-26,Germany,78159,1312,73804,35925062,603900
2021-04-27,Germany,78795,1327,74405,36003857,605227
2021-04-28,Germany,79022,1331,74619,36082879,606558
2021-04-29,Germany,84152,1414,79463,36167031,607972
2021-04-30,Germany,84664,1423,79947,36251695,609395
2021-05-01,Germany,78786,1323,74396,36330481,610718
2021-05-02,Germany,83681,1410,79019,36414162,612128
2021-05-03,Germany,80573,1351,76084,36494735,613479
2021-05-04,Germany,79224,1333,74810,36573959,614812
2021-05-05,Germany,82331,1383,77744,36656290,616195
2021-05-06,Germany,78813,1323,74422,36735103,617518
2021-05-07,Germany,86334,1448,81524,36821437,618966
2021-05-08,Germany,72394,1217,68361,36893831,620183
2021-05-09,Germany,75710,1270,71492,36969541,621453
2021-05-10,Germany,76910,1293,72625,37046451,622746
2021-05-11,Germany,78760,1328,74372,37125211,624074
2021-05-12,Germany,81578,1372,77033,37206789,625446
2021-05-13,Germany,76247,1286,71999,37283036,626732
2021-05-14,Germany,70546,1184,66615,37353582,627916
2021-05-15,Germany,78721,1321,74335,37432303,629237
2021-05-16,Germany,77944,1308,73601,37510247,630545
2021-05-17,Germany,67410,1133,63654,37577657,631678
2021-05-18,Germany,74181,1252,70048,37651838,632930
2021-05-19,Germany,67850,1137,64070,37719688,634067
2021-05-20,Germany,70778,1191,66835,37790466,635258
2021-05-21,Germany,69412,1165,65545,37859878,636423
2021-05-22,Germany,75082,1262,70899,37934960,637685
2021-05-23,Germany,72030,1208,68017,38006990,638893
2021-05-24,Germany,66478,1119,62774,38073468,640012
2021-05-25,Germany,73568,1237,69469,38147036,641249
2021-05-26,Germany,64861,1092,61247,38211897,642341
2021-05-27,Germany,70406,1184,66483,38282303,643525
2021-05-28,Germany,65845,1103,62176,38348148,644628
2021-05-29,Germany,66760,1124,63040,38414908,645752
2021-05-30,Germany,69054,1157,65207,38483962,646909
2021-05-31,Germany,68434,1147,64621,38552396,648056
2021-06-01,Germany,70436,1182,66512,38622832,649238
2021-06-02,Germany,65068,1092,61443,38687900,650330
2021-06-03,Germany,65633,1106,61976,38753533,651436
2021-06-04,Germany,62536,1051,59052,38816069,652487
2021-06-05,Germany,63796,1075,60242,38879865,653562
2021-06-06,Germany,63870,1072,60311,38943735,654634
2021-06-07,Germany,61459,1034,58035,39005194,655668
2021-06-08,Germany,55515,934,52422,39060709,656602
2021-06-09,Germany,61270,1031,57856,39121979,657633
2021-06-10,Germany,60599,1018,57223,39182578,658651
2021-06-11,Germany,56751,953,53589,39239329,659604
2021-06-12,Germany,54255,911,51232,39293584,660515
2021-06-13,Germany,61427,1029,58004,39355011,661544
2021-06-14,Germany,57810,972,54589,39412821,662516
2021-06-15,Germany,54999,924,51935,39467820,663440
2021-06-16,Germany,51727,871,48845,39519547,664311
2021-06-17,Germany,51830,871,48942,39571377,665182
2021-06-18,Germany,56725,956,53564,39628102,666138
2021-06-19,Germany,52816,888,49873,39680918,667026
2021-06-20,Germany,50230,843,47431,39731148,667869
2021-06-21,Germany,52144,877,49239,39783292,668746
2021-06-22,Germany,48004,808,45329,39831296,669554
2021-06-23,Germany,52932,886,49983,39884228,670440
2021-06-24,Germany,51705,868,48824,39935933,671308
2021-06-25,Germany,46510,780,43918,39982443,672088
2021-06-26,Germany,45342,763,42816,40027785,672851
2021-06-27,Germany,39983,673,37755,40067768,673524
2021-06-28,Germany,41854,704,39522,40109622,674228
2021-06-29,Germany,41427,691,39119,40151049,674919
2021-06-30,Germany,43896,734,41450,40194945,675653
2021-07-01,Germany,42104,707,39758,40237049,676360
2021-07-02,Germany,39181,657,36998,40276230,677017
2021-07-03,Germany,40636,683,38372,40316866,677700
2021-07-04,Germany,41450,696,39140,40358316,678396
2021-07-05,Germany,40691,687,38424,40399007,679083
2021-07-06,Germany,35171,586,33211,40434178,679669
2021-07-07,Germany,37845,637,35736,40472023,680306
2021-07-08,Germany,34737,585,32801,40506760,680891
2021-07-09,Germany,38204,643,36075,40544964,681534
2021-07-10,Germany,37201,627,35128,40582165,682161
2021-07-11,Germany,33470,564,31605,40615635,682725
2021-07-12,Germany,32983,553,31145,40648618,683278
2021-07-13,Germany,32783,549,30956,40681401,683827
2021-07-14,Germany,29125,485,27502,40710526,684312
2021-07-15,Germany,32639,548,30820,40743165,684860
2021-07-16,Germany,30952,518,29227,40774117,685378
2021-07-17,Germany,32158,543,30366,40806275,685921
2021-07-18,Germany,28319,475,26741,40834594,686396
